experiment,condition,method,rmse_m,mean_error_m,median_error_m,p95_error_m,max_error_m,estimate_availability_pct,mean_active_rays,mean_contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,mean_condition_number,final_packet_loss_count,final_duplicate_count,final_out_of_order_count,final_stale_rejected_count,network_transmitted_count,network_dropped_count,network_queued_count,network_delivered_count,network_duplicated_count,received_count,accepted_count,invalid_count,sequence_gap_count,estimated_packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,generated_messages,payload_bytes,payload_bytes_per_s,payload_kbit_per_s,stale_rejection_rate
ideal_baseline,ideal,tro,0.770321042022483,0.7141871947862835,0.7014857495933822,1.175805313275454,2.485021378447865,100.0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9558977808303575,8.554916396834058,1.674697561651883,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,64.0,1280.0,10.24,0.0
