experiment,condition_name,run,time_s,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,estimate_z_m,valid_estimate,localization_error_m,active_rays,contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,gated_rejected_observations,condition_number,geometry_quality,packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,packet_loss,method
packet_loss,loss_0.0_tro_sliding_window,0,0.0,0.0,0.0,0.0,-2.1637274769660952,-1.2136728365223133,0.1435719424286871,True,2.485021378447865,4,4,0.0,0.0,1.754063863529897,2.179509006309578,0,1.6883211068213668,0.5794092774195624,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,0.2,0.0,0.0,0.0,-1.2607482012430837,-0.5279628295476347,0.2961816781774019,True,1.398554383214896,8,4,0.1,0.2,1.4515807958591376,3.0100032387834266,0,1.685743219437027,0.0016935392053167232,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,0.4,0.0,0.0,0.0,-1.171640090269351,-0.3510258932561044,0.1920224362855075,True,1.2380760456852562,12,4,0.20000000000000004,0.4,1.347161185940518,3.061348856532553,0,1.6701000098172758,0.0015709941774517658,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,0.6000000000000001,0.0,0.0,0.0,-0.8468750841808588,-0.591595696901447,0.04399698012188996,True,1.0339819200829825,16,4,0.30000000000000004,0.6000000000000001,1.4268224357179404,3.3740645545493098,0,1.6651707673228766,0.0014367151919674969,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,0.8,0.0,0.0,0.0,-0.3877509835618899,-0.3435104178664765,0.24231475975955252,True,0.5718974341902087,20,4,0.4,0.8,1.5489311758154187,5.02778466933174,0,1.6682189214224188,0.001165705551881501,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.0,0.0,0.0,0.0,-0.2629305275236223,-0.2506205367429212,0.1880620509103074,True,0.4090360017574874,24,4,0.5,1.0,1.4730188377158762,5.008715981727542,0,1.6677608590638398,0.00028576658450629673,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.2,0.0,0.0,0.0,0.054793038754839124,-0.12700247719818916,-0.00023683216433104356,True,0.13831833717891465,24,4,0.49999999999999994,1.0,1.299300857616446,5.049572912141352,0,1.6658738027116968,0.00028576658450629673,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.4,0.0,0.0,0.0,0.16832512941875716,-0.17477632473744997,0.12384186747153061,True,0.27242782717888436,24,4,0.49999999999999983,0.9999999999999999,1.3701499322902482,4.923250958087032,0,1.6681694151143531,0.00015003675996002052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.5999999999999999,0.0,0.0,0.0,0.49622349085383,-0.15687478654410525,0.0982273279486828,True,0.5296187869443056,24,4,0.49999999999999983,0.9999999999999998,1.2818376037207282,4.8514668824838,0,1.663033760367959,0.00015003675996002052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.7999999999999998,0.0,0.0,0.0,0.28186222615092604,-0.1484533871311687,0.3108066299099113,True,0.44506795422432854,24,4,0.49999999999999983,0.9999999999999998,1.4100783030276294,4.715869315488305,0,1.6634533848251574,0.00015003675996002052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,1.9999999999999998,0.0,0.0,0.0,-0.156637481935324,-0.25497041448910635,0.3408736334009241,True,0.4535857658257512,24,4,0.49999999999999983,0.9999999999999998,1.5573373195713787,4.208363104688452,0,1.6692610491997903,0.00015003675996002052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,2.1999999999999997,0.0,0.0,0.0,-0.25756325477790715,0.06626619433950291,0.4408094119995555,True,0.514823247757348,24,4,0.49999999999999983,0.9999999999999998,1.7713824098752895,3.996863037030404,0,1.665781158266129,0.00015003675996002052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,2.4,0.0,0.0,0.0,-0.558924538532166,0.021160911888007436,0.4617872657197431,True,0.7253219304186543,24,4,0.5000000000000001,1.0,1.8365937256046656,3.898622654766635,0,1.6719873969384562,0.00024693995975692514,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,2.6,0.0,0.0,0.0,-1.0356685290835497,-0.0880520334626396,0.5052878298102,True,1.1557154726338532,20,4,0.4000000000000002,0.8000000000000003,1.9480393356469086,3.7884071595521704,0,1.682837195140858,0.0026667453031307574,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,2.8000000000000003,0.0,0.0,0.0,-0.9605531154057452,0.34876377268335096,0.5667806958873239,True,1.1685627128582043,20,4,0.40000000000000036,0.8000000000000005,1.8541358509571093,3.618037222036044,0,1.6855561724089352,0.0026052171470176216,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,3.0000000000000004,0.0,0.0,0.0,-1.1240708940962165,0.1516554241419269,0.261707775621592,True,1.1640557127761268,20,4,0.40000000000000036,0.8000000000000007,1.9200355485662002,5.335355490973976,0,1.6733646631906367,0.0026052171470176216,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,3.2000000000000006,0.0,0.0,0.0,-1.040152422792976,-0.3983901466174758,-0.10823578669760703,True,1.1190829983008594,20,4,0.40000000000000036,0.8000000000000007,2.120683043775916,5.156739800225198,0,1.6706760571495973,0.0024226676776295097,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,3.400000000000001,0.0,0.0,0.0,-0.5341578993034687,-0.11152614401295662,-0.08150375173661473,True,0.5517296473217993,20,4,0.40000000000000036,0.8000000000000007,2.1260452293212357,5.6694944141578745,0,1.6689850991416828,0.0024226676776295097,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,3.600000000000001,0.0,0.0,0.0,-0.303541157960431,-0.13004902960421172,-0.13742913830105752,True,0.3576824747330063,20,4,0.40000000000000036,0.8000000000000007,2.1304311634186455,5.857864335877312,0,1.6772959231284996,0.0022747414780446926,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,3.800000000000001,0.0,0.0,0.0,-0.3439055677334936,-0.14190939132919544,-0.323819953956861,True,0.4932227462781323,20,4,0.40000000000000036,0.8000000000000007,1.9903145732579621,5.753984229678123,0,1.6819425960088197,0.0005234028736467341,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,4.000000000000001,0.0,0.0,0.0,0.07083994636631184,0.21425368340437081,-0.20418108837803117,True,0.3043236035945284,20,4,0.4,0.8000000000000003,1.7056271793527593,5.438277284134393,0,1.683054522865388,0.0005234028736467341,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,4.200000000000001,0.0,0.0,0.0,-0.17207930100930455,0.20393677632852175,0.20292836181214624,True,0.3352333733429321,20,4,0.4000000000000001,0.8000000000000003,1.3113646572819435,3.340992279842823,0,1.7083906983560202,0.0005234028736467341,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,4.400000000000001,0.0,0.0,0.0,-0.44995129968776226,-0.06439588545151424,0.4754639077182374,True,0.6577757442293594,20,4,0.4000000000000002,0.8000000000000003,1.151864954989338,3.04828313284967,0,1.7081390514320556,0.0005234028736467341,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,4.600000000000001,0.0,0.0,0.0,-0.26466754640945833,-0.10232721454137303,0.679306550875142,True,0.7361909799909809,20,4,0.40000000000000024,0.8000000000000003,1.380012058769064,4.401833429524732,0,1.6824790095692717,0.0008293142121589499,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,4.800000000000002,0.0,0.0,0.0,-0.26900483191060764,0.3314043376859688,0.3220094767994259,True,0.5346798460545992,20,4,0.40000000000000036,0.8000000000000007,1.768568546254993,5.972432743109723,0,1.6879379018720946,0.0008293142121589499,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,5.000000000000002,0.0,0.0,0.0,-0.3846297645367794,-0.17312421512915246,0.11056847832750547,True,0.4360475180887554,20,4,0.40000000000000036,0.8000000000000007,1.9363816864423948,6.207430542178423,0,1.6726020939696034,0.0008293142121589499,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,5.200000000000002,0.0,0.0,0.0,-0.7006342426454546,-0.05970053621076105,0.28094695125659086,True,0.7572210281097557,20,4,0.40000000000000036,0.8000000000000007,2.3751034629426377,6.151326745926532,0,1.6746059574510404,0.0008293142121589499,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,5.400000000000002,0.0,0.0,0.0,-0.5652719811420597,0.0741280650220384,-0.2406077604637181,True,0.6188048780379374,20,4,0.40000000000000036,0.8000000000000007,2.467853658793433,5.789630943777383,0,1.6771776014828264,0.0018630006916433304,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,5.600000000000002,0.0,0.0,0.0,-0.6313963005624696,0.22285930375803928,-0.5514969443999361,True,0.8674539972344105,20,4,0.40000000000000036,0.8000000000000007,2.400810527696879,5.847451436467111,0,1.6687546395112198,0.002585131059944544,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,5.8000000000000025,0.0,0.0,0.0,-0.04284046999106125,-0.3760618998248605,-0.1800942392007888,True,0.4191560489391145,20,4,0.40000000000000036,0.8000000000000007,2.2738480363197273,5.3275662391296805,0,1.6868520555019897,0.0006063628295683337,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,6.000000000000003,0.0,0.0,0.0,-0.24175186691884396,-0.4463891722235556,0.09409018251760018,True,0.5162947033268626,20,4,0.40000000000000036,0.8000000000000007,2.223496729197591,5.005310355567555,0,1.6679111931556618,0.0006063628295683337,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,6.200000000000003,0.0,0.0,0.0,0.665844436309301,-0.18494891930362867,-0.06958067233152292,True,0.6945476125347618,20,4,0.40000000000000036,0.8000000000000007,1.9568596590339786,3.9491006580938954,0,1.6730210389761382,0.0011553994518423503,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,6.400000000000003,0.0,0.0,0.0,0.6183875410636465,-0.65458898891456,0.7121505606589053,True,1.1480628538532731,20,4,0.40000000000000036,0.8000000000000007,2.174709650287677,4.025842830397214,0,1.672565533605869,0.003163900605099369,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,6.600000000000003,0.0,0.0,0.0,0.5743250752763096,-0.33228959470768554,0.49787282729858867,True,0.8295438620135929,20,4,0.40000000000000036,0.8000000000000007,2.1717386026380554,4.260139262431491,0,1.6704094118535708,0.003163900605099369,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,6.800000000000003,0.0,0.0,0.0,0.4614144037503485,-0.20879170870570088,0.49168948135053975,True,0.7058723508420617,20,4,0.40000000000000036,0.8000000000000007,2.143924272053032,4.351170397991413,0,1.676578173291275,0.0033541260004465528,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,7.0000000000000036,0.0,0.0,0.0,0.9838353017937432,0.13902652915392225,0.31424931000101214,True,1.042119429672187,20,4,0.40000000000000036,0.8000000000000007,1.8393136257996765,4.813223167802328,0,1.6833164422983302,0.0028694193810515677,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,7.200000000000004,0.0,0.0,0.0,0.5561605125747173,0.1498569535669707,0.15189904825446923,True,0.5956886293529188,20,4,0.40000000000000036,0.8000000000000007,1.777381574326497,4.842829193682541,0,1.699499141020726,0.0005804485579804052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,7.400000000000004,0.0,0.0,0.0,0.7089082806692896,0.29626543051652743,-0.4334936400899352,True,0.882179625540657,20,4,0.40000000000000036,0.8000000000000007,1.5307770905965539,3.9823499237521975,0,1.6951494007784624,0.0005804485579804052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,7.600000000000004,0.0,0.0,0.0,0.33737547491298314,-0.12633745260983975,0.0592781159150213,True,0.365098970186358,20,4,0.40000000000000036,0.8000000000000007,1.673685607782918,3.5670300946111477,0,1.6914700656531159,0.0005804485579804052,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,7.800000000000004,0.0,0.0,0.0,0.25465015927139234,-0.2940671544881557,-0.10425971995264761,True,0.4027310320428646,20,4,0.40000000000000036,0.8000000000000007,1.7628636794092547,3.5892568735097723,0,1.6961377684576189,0.000243802011028056,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,8.000000000000004,0.0,0.0,0.0,0.40107269602939943,-0.17317243614428668,0.04897849092178817,True,0.4395985585888718,24,4,0.4999999999999997,1.0,1.6581858288126157,3.609047475334431,0,1.6999364438914342,0.000243802011028056,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,8.200000000000003,0.0,0.0,0.0,0.7356233776681714,-0.1697188602924489,0.008962696994445333,True,0.7550010432100814,24,4,0.4999999999999991,0.9999999999999991,1.9681184991030467,4.29313225013632,0,1.6841080187053306,0.0008245281590849301,0,0,0,0,0.0,tro_sliding_window
packet_loss,loss_0.0_tro_sliding_window,0,8.400000000000002,0.0,0.0,0.0,0.8091941625388694,-0.49785656239551823,0.13910002099634874,True,0.9602110003787967,24,4,0.49999999999999867,0.9999999999999982,1.9408966295642103,4.340590844260226,0,1.672631245632815,0.0008245281590849301,0,0,0,0,0.0,tro_sliding_window
