experiment,condition_name,run,seed,packet_loss,method,rmse_m,mean_error_m,median_error_m,p95_error_m,max_error_m,estimate_availability_pct,valid_estimate_count,invalid_fusion_cycles,mean_active_rays,mean_contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,mean_condition_number,final_packet_loss_count,final_duplicate_count,final_out_of_order_count,final_stale_rejected_count,network_transmitted_count,network_dropped_count,network_queued_count,network_delivered_count,network_duplicated_count,received_count,accepted_count,invalid_count,sequence_gap_count,estimated_packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,generated_messages,payload_bytes,payload_bytes_per_s,payload_kbit_per_s,stale_rejection_rate
packet_loss,loss_0.0_tro_sliding_window,10,17,0.0,tro_sliding_window,0.8075634027060389,0.7375984316940148,0.6880525837324727,1.2784326241290611,2.0857865326972576,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.913881776134319,8.70918026593545,1.671506337899151,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,11,18,0.0,tro_sliding_window,0.7893608053886482,0.7200285609764918,0.6702267690146801,1.3386258608291253,1.7294561179885921,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9441981166493598,8.552734228111524,1.6747137056676835,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,12,19,0.0,tro_sliding_window,0.7789355340942596,0.7278210605649463,0.7055752738186318,1.2654410705086148,1.7035679668023573,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9432505051565523,8.22765382264639,1.6719716493495025,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,13,20,0.0,tro_sliding_window,0.7822079103836191,0.7158568281954765,0.6961353760583582,1.2970896914910393,2.6111487783065757,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9475752138927658,7.686051201741779,1.6763054504664043,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,14,21,0.0,tro_sliding_window,0.7708641805475435,0.7064654132102732,0.6717423328806869,1.2106754664849173,2.0689273884945254,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.8816645581255296,6.452465969093995,1.6736984785118245,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,15,22,0.0,tro_sliding_window,0.7757556179571451,0.7019857415247442,0.6921368094304949,1.213397631087653,2.8378347059465296,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9550718631071058,8.026236375188994,1.6742129232823029,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,16,23,0.0,tro_sliding_window,0.905746672956586,0.7979747652119592,0.7167642280763185,1.600018042242343,3.7173138077440266,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9554016299112906,9.401085015891441,1.6757632668714284,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,17,24,0.0,tro_sliding_window,0.7790131919234511,0.7137937924551964,0.6876536204718046,1.2600287743698015,1.8376644530553001,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.8962695227228756,7.178798800273301,1.673982647751464,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,18,25,0.0,tro_sliding_window,0.7652443498456125,0.7046392334679488,0.6631461945164111,1.2466102761464781,1.8581868731790732,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.9296031977088024,8.114048194129929,1.6739764907307246,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_tro_sliding_window,19,26,0.0,tro_sliding_window,0.7943014283344133,0.7234663489284061,0.7030469196914835,1.2664601868937984,2.0458823505097854,100.0,300,0,21.613333333333333,4.0,0.4403333333333353,1.0,1.8960480718762813,8.129015986477201,1.674397549680653,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,0,1007,0.0,latest_only,1.8676766476937563,1.6659256892962526,1.6150145744443842,3.066312783855374,5.0518682695267385,100.0,300,0,4.0,4.0,0.0,0.0,1.6787429064078863,6.362868401108121,1.6952481780867006,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,1,1008,0.0,latest_only,1.8256066232349297,1.65344426789931,1.5886964289053134,3.066445685931925,4.679786137009133,100.0,300,0,4.0,4.0,0.0,0.0,1.6133696875583732,5.619834118198561,1.6909609491522224,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,2,1009,0.0,latest_only,1.8954576776227232,1.7059254221409041,1.6226538492909124,3.3096220533640923,4.618448368145572,100.0,300,0,4.0,4.0,0.0,0.0,1.6112381485563916,7.6397236624848155,1.6935329443397424,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,3,1010,0.0,latest_only,1.857024593790292,1.6702198900392695,1.5610412597342325,3.080270212581445,4.786154447925297,100.0,300,0,4.0,4.0,0.0,0.0,1.6096544984488688,5.994653919269183,1.6930808485504685,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,4,1011,0.0,latest_only,1.751139030255739,1.577618133198118,1.481905650202811,2.964823370926775,3.8743467136287495,100.0,300,0,4.0,4.0,0.0,0.0,1.5997354386519589,7.081850199441063,1.6943081172544117,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
packet_loss,loss_0.0_latest_only,5,1012,0.0,latest_only,1.864740002565618,1.691070848516993,1.6489803366814542,3.0944005219144652,4.372184027734011,100.0,300,0,4.0,4.0,0.0,0.0,1.6432011042079833,6.553775666492559,1.6940984824759042,0,0,0,0,1200,0,1200,1200,0,1200,1200,0,0,0,0,0,0,1200,64,1280.0,10.24,0.0
