experiment,condition_name,run,time_s,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,estimate_z_m,valid_estimate,localization_error_m,active_rays,contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,gated_rejected_observations,condition_number,geometry_quality,packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,rate_case,method
heterogeneous_rates,equal_5hz,0,39.800000000000026,79.60000000000005,19.900000000000013,0.0,79.68769867035584,19.39374738871683,-0.2824028276497486,True,0.5862884275489241,14,4,0.5000000000000071,0.8000000000000114,1.556189247087835,4.019467243452139,0,1.7736596975583225,0.0030914224526109968,150,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,40.00000000000003,80.00000000000006,20.000000000000014,0.0,80.00696238673267,19.75481694404322,-0.041957868101229645,True,0.24884466731864455,15,4,0.5066666666666738,0.8000000000000114,1.4907563691683674,3.9363931643879786,0,1.8774462182760931,0.0014763361860746455,152,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,40.20000000000003,80.40000000000006,20.100000000000016,0.0,80.19433673224601,19.438713653082562,0.04875427833050878,True,0.6942434673644632,14,4,0.5142857142857216,0.8000000000000114,1.650490618737661,4.097715149333295,0,1.7839419466827222,0.0014763361860746455,153,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,40.400000000000034,80.80000000000007,20.200000000000017,0.0,79.98277189889933,19.91761220902891,0.09017097028546608,True,0.8693304536253651,13,4,0.5076923076923149,0.8000000000000114,1.8195702785047279,3.764234324086275,0,1.7596972707029748,0.0014763361860746455,154,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,40.60000000000004,81.20000000000007,20.30000000000002,0.0,79.50751754997638,20.272030805425583,0.18050055987524463,True,1.7023100691703053,14,4,0.5000000000000071,0.8000000000000114,1.7532742462349538,3.3117269598395205,0,1.7563569696222932,0.0018599042620728045,155,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,40.80000000000004,81.60000000000008,20.40000000000002,0.0,79.85937720146097,20.488084584458175,0.25697410032796214,True,1.7616930235011556,14,4,0.47142857142857814,0.8000000000000114,1.8016445518748456,3.468052583930695,0,1.7308381574663394,0.0025670413908854186,155,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,41.00000000000004,82.00000000000009,20.50000000000002,0.0,79.78216014885912,20.844854585514128,-0.21402616457865303,True,2.2546719250443807,15,4,0.4800000000000068,0.8000000000000114,1.7332753369661555,3.755457971682722,0,1.6853852316481024,0.0025670413908854186,155,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,41.200000000000045,82.40000000000009,20.600000000000023,0.0,80.2288434819499,20.544723563518392,0.12078603540618318,True,2.175216167798296,16,4,0.5000000000000071,0.8000000000000114,1.7509355896523744,4.033168861744912,0,1.7355662536946255,0.0025670413908854186,155,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,41.40000000000005,82.8000000000001,20.700000000000024,0.0,81.19877495224016,20.402445251588134,-0.24168920949966982,True,1.6464732478436628,16,4,0.5000000000000071,0.8000000000000114,2.075924998994335,5.115425354796433,0,1.7278073429049476,0.0009075282922950118,155,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,41.60000000000005,83.2000000000001,20.800000000000026,0.0,81.6310312373165,20.27329543213209,-0.6376297794333288,True,1.773598718907419,16,4,0.5000000000000071,0.8000000000000114,1.9239084207973565,4.644123421032418,0,1.7280117235448005,9.381970506857731e-05,156,0,0,0,equal_5hz,tro
