experiment,condition_name,run,seed,condition,method,rmse_m,mean_error_m,median_error_m,p95_error_m,max_error_m,estimate_availability_pct,mean_active_rays,mean_contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,mean_condition_number,final_packet_loss_count,final_duplicate_count,final_out_of_order_count,final_stale_rejected_count,network_transmitted_count,network_dropped_count,network_queued_count,network_delivered_count,network_duplicated_count,received_count,accepted_count,invalid_count,sequence_gap_count,estimated_packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,generated_messages,payload_bytes,payload_bytes_per_s,payload_kbit_per_s,stale_rejection_rate
smoke,smoke,0,7,smoke,tro,1.735742667897037,1.640344580513182,1.593050353983233,2.7304590370403368,2.730840459645113,95.23809523809524,7.238095238095238,3.8095238095238093,0.29500000000000004,0.40000000000000036,1.7918535719818411,5.620685460630461,1.7223478425406882,4,0,0,0,84,2,82,78,0,78,78,0,2,2,0,0,0,84,64,1280.0,10.24,0.0
