experiment_name,condition_name,method,time_s,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,estimate_z_m,valid_estimate,localization_error_m,active_rays,contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,gated_rejected_observations,condition_number,geometry_quality,packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.0,0.0,0.0,0.0,-2.2594930722153346,0.6757569845017541,-0.7419446515251482,True,2.4723345872714657,4,4,0.0,0.0,1.5963066271430675,2.052753956025186,0,1.6675497156621912,0.5846101510527562,0,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.2,0.0,0.0,0.0,1.3529768378145623,0.6770040815600661,1.1257308249631832,True,1.885775898770575,3,3,0.0,0.0,4.687105319761309,5.251828895751761,0,2.340528636293158,0.5846463832402014,1,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.4,0.0,0.0,0.0,0.190247063588428,2.1958547054078768,-1.9230541296033161,True,2.925082736923915,3,3,0.0,0.0,1.3381909842346136,1.7736682261154983,0,2.5210075567546837,0.5857228073325836,3,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.6000000000000001,0.0,0.0,0.0,-0.8958092265007517,0.9677916722799059,-0.11397484001525648,True,1.323663535561328,3,3,0.0,0.0,2.388498749213931,3.325591666862862,0,2.437136528999021,0.5771019435278001,5,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.8,0.0,0.0,0.0,0.16116795479293783,0.5713733635693913,2.264964042111307,True,2.341474907468779,2,2,0.0,0.0,2.5775722152669918,2.650868093964764,0,2.2224817316345296,0.9953793863470158,8,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.0,0.0,0.0,0.0,-0.16179063049850922,3.516614921158956,1.0197162382821756,True,3.6650481468121625,3,3,0.0,0.0,1.2038970831646332,1.628012210596703,0,2.467114067342568,0.5735597082234885,10,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.2,0.0,0.0,0.0,-0.7169297030867776,-0.6973983566539899,-0.32532402897366763,True,1.0517549100714674,3,3,0.0,0.0,1.1079809374055454,1.3543691155719453,0,2.277263622259481,0.5818455751078913,13,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.4,0.0,0.0,0.0,1.6321667523803207,1.4684090216048564,-0.17575524078600196,True,2.202517483919254,3,3,0.0,0.0,2.79599355434482,3.2906313770235873,0,2.29421538923554,0.5724867080345392,15,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.5999999999999999,0.0,0.0,0.0,3.622357265343392,0.3096782621252088,2.8520133146183237,True,4.620752398752734,4,4,0.0,0.0,2.9259600281536926,3.7599985342038136,0,1.739078005181841,0.5605114943913982,16,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.7999999999999998,0.0,0.0,0.0,-1.6618476147029138,-1.2934059941897258,0.7292580378617479,True,2.228554205328119,3,3,0.0,0.0,1.860845464344412,2.5304286561109293,0,2.4360623852635066,0.5658610598135784,17,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,1.9999999999999998,0.0,0.0,0.0,1.247596939950563,-1.607386568343919,0.40630340459419384,True,2.074914976872855,4,4,0.0,0.0,2.7095264150166782,3.642966700424794,0,1.721346000756924,0.5774508100429011,18,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,2.1999999999999997,0.0,0.0,0.0,-0.03810898073499518,-1.1717311271643591,0.40204062085757486,True,1.2393719335203877,3,3,0.0,0.0,2.336058072939258,2.7541015572671883,0,2.448844688064971,0.5801253241441735,19,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,2.4,0.0,0.0,0.0,-4.177089610877005,-0.1747559406630835,-2.1659596798840886,True,4.708502797172072,3,3,0.0,0.0,3.717397047828307,4.879697160179334,0,2.297779181189143,0.580977327960528,21,0,0,0
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,2.6,0.0,0.0,0.0,0.8636339024582831,0.6992578542367075,1.2599239901276904,True,1.679950453164119,3,3,0.0,0.0,1.6819581871459208,2.058430479158619,0,2.5435257247114005,0.5739250310083729,22,0,0,0
