experiment_name,condition_name,method,time_s,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,estimate_z_m,valid_estimate,localization_error_m,active_rays,contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,gated_rejected_observations,condition_number,geometry_quality,packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,0.0,0.0,0.0,0.0,,,,False,,0,0,,,,,0,inf,0.0,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,0.2,0.4,0.1,0.0,,,,False,,0,0,,,,,0,inf,0.0,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,0.4,0.8,0.2,0.0,0.2260203713995829,-1.1595604226440315,0.4571806174553065,True,1.5449502496343064,4,4,0.4,0.4,2.227651730878236,3.722923997575775,0,1.6893325454477646,0.5716590946890859,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,0.6000000000000001,1.2000000000000002,0.30000000000000004,0.0,-0.9666601451177451,1.428161907783416,-2.4012745358021133,True,3.4253882803131703,4,4,0.4000000000000001,0.4000000000000001,1.330008065645293,1.8988588999119387,0,1.6949363726088793,0.5891413717335638,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,0.8,1.6,0.4,0.0,-1.853630120072917,-0.02184741009301632,2.3553250977320133,True,4.201555968886215,4,4,0.4,0.4,2.902249426450375,5.867447213051514,0,1.7448075556347389,0.5598043042772436,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.0,2.0,0.5,0.0,1.4277969407861253,0.7269725385719011,-0.593910407507302,True,0.8553726944349929,4,4,0.3999999999999999,0.3999999999999999,1.839426334035808,2.9047445767464652,0,1.701464901267014,0.579348496876369,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.2,2.4,0.6,0.0,1.6802879502997348,0.9805190531163672,0.9120683634620461,True,1.2225583355802163,4,4,0.3999999999999999,0.3999999999999999,1.6963899611408935,2.149549688774022,0,1.7071659571694486,0.5766579313216356,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.4,2.8,0.7,0.0,-0.03357336148279609,-0.8475100616047246,0.3936217894507901,True,3.2525164870916816,4,4,0.3999999999999999,0.3999999999999999,2.184853968080065,2.9418911807560617,0,1.7151235120817732,0.5754985371313026,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.5999999999999999,3.1999999999999997,0.7999999999999999,0.0,2.5451075682059465,-0.3557914426292613,-0.0008528007904051736,True,1.3284346740978066,4,4,0.3999999999999999,0.3999999999999999,1.442876201588562,2.1136460778765906,0,1.6882824053899705,0.579027275795159,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.7999999999999998,3.5999999999999996,0.8999999999999999,0.0,2.1179590045888346,3.2150808147948178,1.3117152050142837,True,3.0457579467475773,4,4,0.3999999999999999,0.3999999999999999,2.4537390645516726,4.646550484957527,0,1.6964213809833428,0.5655422773696345,0,0,0,0
1C_delay_sweep,delay_0.25s,tro_sliding_window_fusion,1.9999999999999998,3.9999999999999996,0.9999999999999999,0.0,4.7301615785283,2.2530372536446865,-2.522516514822863,True,2.909695492200935,4,4,0.3999999999999999,0.3999999999999999,1.4960757964870464,1.9901779753093702,0,1.660019567200022,0.5852599527386235,0,0,0,0
