experiment_name,condition_name,method,target_speed,uav_rates,fusion_rate,packet_loss,delay,bearing_noise_deg,position_noise_m,sync_tolerance_s,sliding_window_s,rmse_m,mean_error_m,median_error_m,p95_error_m,max_error_m,availability_percent,valid_estimates,invalid_fusion_cycles,mean_active_rays,mean_contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,mean_condition_number,packet_loss_count,stale_rejected_count,duplicate_count,out_of_order_count,monte_carlo_runs
1D_packet_loss_sweep,loss_0.2_speed_0,synchronized_bearing_fusion,0.0,5;5;5;5,5.0,0.2,0.0,0.5,1.0,0.05,0.5,2.56082563941217,2.246163770907127,2.0388883410850034,4.410214129709518,9.385263957966831,97.3,291.9,8.1,3.222833333333333,3.222833333333333,0.0,0.0,1.657457886871477,6.23313747508791,2.49964586285371,464.5,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.2_speed_0,tro_sliding_window_fusion,0.0,5;5;5;5,5.0,0.2,0.0,0.5,1.0,0.05,0.5,1.388790838278657,1.2605361025344723,1.1928524851026414,2.284513167504004,3.942857195675418,100.0,300.0,0.0,9.573666666666666,3.965166666666667,0.1990113684463695,0.4000000000000057,2.147816413958341,8.317984315861406,1.8883533132708679,477.1,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.2_speed_2,synchronized_bearing_fusion,2.0,5;5;5;5,5.0,0.2,0.0,0.5,1.0,0.05,0.5,2.5484029841279283,2.244671349000442,2.028970137044559,4.40270003291063,8.806978650275056,97.45,292.35,7.65,3.2171666666666665,3.2171666666666665,0.0,0.0,1.6758149448825743,6.970542177470145,2.4086108779125976,468.05,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.2_speed_2,tro_sliding_window_fusion,2.0,5;5;5;5,5.0,0.2,0.0,0.5,1.0,0.05,0.5,1.4715956116539393,1.3437539332154718,1.2732296188686127,2.4313134499151525,3.609668502793491,100.0,300.0,0.0,9.576666666666666,3.9658333333333333,0.19901101130351234,0.4000000000000057,2.1690024055532504,8.987315235162308,1.8948766408712676,476.35,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.3_speed_0,synchronized_bearing_fusion,0.0,5;5;5;5,5.0,0.3,0.0,0.5,1.0,0.05,0.5,2.8515439854671527,2.436069193488905,2.1497287976833896,4.91269309189584,11.823574552304072,92.21666666666667,276.65,23.35,2.808,2.808,0.0,0.0,1.517231300016244,6.086442520627105,2.984962033894317,712.0,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.3_speed_0,tro_sliding_window_fusion,0.0,5;5;5;5,5.0,0.3,0.0,0.5,1.0,0.05,0.5,1.498835478511932,1.349141163149038,1.2536754728726405,2.522942083497766,4.478342537718494,99.9,299.7,0.3,8.333166666666667,3.8781666666666665,0.19901217155168746,0.4000000000000057,2.0859257703197924,7.872922311459396,2.0276386528666093,724.05,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.3_speed_2,synchronized_bearing_fusion,2.0,5;5;5;5,5.0,0.3,0.0,0.5,1.0,0.05,0.5,2.810694817159352,2.422537375507993,2.154576475510952,4.992018418624788,9.575944787850231,91.21666666666667,273.65,26.35,2.7954999999999997,2.7954999999999997,0.0,0.0,1.5695383663732818,6.2190194690538405,2.7991848096761975,719.25,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.3_speed_2,tro_sliding_window_fusion,2.0,5;5;5;5,5.0,0.3,0.0,0.5,1.0,0.05,0.5,1.590567054120457,1.4392600182108701,1.355456485201392,2.6069040107315264,4.764966034520363,99.95,299.85,0.15,8.421166666666668,3.8899999999999997,0.19901198653198757,0.4000000000000057,2.1539246666330376,9.217264031457365,2.0289258214287402,706.75,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.5_speed_0,synchronized_bearing_fusion,0.0,5;5;5;5,5.0,0.5,0.0,0.5,1.0,0.05,0.5,3.216550069481157,2.7473113631139507,2.394224509874147,5.770061741036965,11.61060034941065,68.58333333333334,205.75,94.25,2.0003333333333333,2.0003333333333333,0.0,0.0,1.3306505412930254,5.745650802503164,3.816777160802465,1193.6,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.5_speed_0,tro_sliding_window_fusion,0.0,5;5;5;5,5.0,0.5,0.0,0.5,1.0,0.05,0.5,1.8992907585210568,1.669370833793187,1.512007201127839,3.2313444379036156,6.846187842163049,99.13333333333334,297.4,2.6,5.980333333333333,3.4968333333333335,0.19905662128129623,0.4000000000000057,1.958542648753329,7.515110561738959,2.49725568380146,1192.3,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.5_speed_2,synchronized_bearing_fusion,2.0,5;5;5;5,5.0,0.5,0.0,0.5,1.0,0.05,0.5,3.0979217441769884,2.678172499730782,2.367469574995492,5.48152543049679,10.443660011112549,68.26666666666667,204.8,95.2,1.9906666666666666,1.9906666666666666,0.0,0.0,1.3663278025723842,5.744862103363383,3.444484280807339,1196.25,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0.5_speed_2,tro_sliding_window_fusion,2.0,5;5;5;5,5.0,0.5,0.0,0.5,1.0,0.05,0.5,1.9899284983265466,1.7542257896819144,1.610576683565623,3.398311390469926,7.058313076374856,99.21666666666667,297.65,2.35,6.026166666666667,3.499,0.19898369213314968,0.4000000000000057,2.024084681077005,7.917448657186594,2.467932720439072,1183.4,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0_speed_0,synchronized_bearing_fusion,0.0,5;5;5;5,5.0,0.0,0.0,0.5,1.0,0.05,0.5,2.0955114424372026,1.903157847842401,1.79001866624276,3.4960239029800406,5.045364469453746,100.0,300.0,0.0,4.0,4.0,0.0,0.0,1.8339633456573725,6.298030391423793,1.6938856520361427,0.0,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0_speed_0,tro_sliding_window_fusion,0.0,5;5;5;5,5.0,0.0,0.0,0.5,1.0,0.05,0.5,1.2135841657228978,1.1070738994105738,1.0503517592515061,1.9896814637354012,3.062768811817188,100.0,300.0,0.0,11.96,4.0,0.19900000000000104,0.4000000000000057,2.1566007587606473,8.269637383401133,1.6790149364561526,0.0,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0_speed_2,synchronized_bearing_fusion,2.0,5;5;5;5,5.0,0.0,0.0,0.5,1.0,0.05,0.5,2.109467806498631,1.911071547109876,1.8015494375749384,3.5408522070392436,5.294336692810381,100.0,300.0,0.0,4.0,4.0,0.0,0.0,1.899841197620176,7.1477107083077085,1.7302576337239262,0.0,0.0,0.0,0.0,20
1D_packet_loss_sweep,loss_0_speed_2,tro_sliding_window_fusion,2.0,5;5;5;5,5.0,0.0,0.0,0.5,1.0,0.05,0.5,1.297664345193137,1.1865228877034975,1.1303037793207469,2.1375891894918326,3.020699807444458,100.0,300.0,0.0,11.96,4.0,0.19900000000000104,0.4000000000000057,2.2179560825378797,9.13753681220053,1.7226577064848505,0.0,0.0,0.0,0.0,20
